아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP14-024,1.70,0.566667,60.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,SP01-010,1.70,0.566667,60.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP18-026,1.60,0.533333,70.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP13-029,0.90,0.3,30.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP08-034,0.80,0.266667,30.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP17-022,0.50,0.166667,30.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP06-024,0.50,0.166667,20.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP08-023,0.40,0.133333,20.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP11-024,0.40,0.133333,20.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP17-029,0.40,0.133333,20.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP07-021,0.30,0.1,20.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP09-032,0.30,0.1,20.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP02-025,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP10-019,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP11-023,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP11-105,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP11-SP01,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP14-018,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP15-122,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP16-117,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,CP02-034,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,CP04-022,0.30,0.1,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP04-124,0.20,0.066667,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP05-025,0.20,0.066667,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP09-112,0.10,0.033333,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP11-113,0.10,0.033333,10.00%
1,音速の機構・ララミア / 月の刃・リオード / 空の指揮官・セリア / アストロウィング・ララミア / カースドクイーン・ナハト・ナハト,BP15-027,0.10,0.033333,10.00%
